process,temp_c,vdd_v,trim_code,trim_hex,schematic_f_hz,schematic_status,extracted_f_hz,extracted_status,delta_pct,schematic_log,extracted_log
ff,27,3,163,0xA3,6.290514e+07,ok,4.381127e+07,ok,-30.3534,sim/pvt-postlayout/corners/20260923T152954Z/schematic_ff_T+027C_V3p0_code0xA3.log,sim/pvt-postlayout/corners/20260923T152954Z/extracted_ff_T+027C_V3p0_code0xA3.log
ff,27,3.3,163,0xA3,6.348925e+07,ok,4.365423e+07,ok,-31.2415,sim/pvt-postlayout/corners/20260923T152954Z/schematic_ff_T+027C_V3p3_code0xA3.log,sim/pvt-postlayout/corners/20260923T152954Z/extracted_ff_T+027C_V3p3_code0xA3.log
ff,27,3.6,163,0xA3,6.377947e+07,ok,4.307775e+07,ok,-32.4583,sim/pvt-postlayout/corners/20260923T152954Z/schematic_ff_T+027C_V3p6_code0xA3.log,sim/pvt-postlayout/corners/20260923T152954Z/extracted_ff_T+027C_V3p6_code0xA3.log
ff,85,3,163,0xA3,6.648675e+07,ok,4.756953e+07,ok,-28.4526,sim/pvt-postlayout/corners/20260923T152954Z/schematic_ff_T+085C_V3p0_code0xA3.log,sim/pvt-postlayout/corners/20260923T152954Z/extracted_ff_T+085C_V3p0_code0xA3.log
ff,85,3.3,163,0xA3,6.596338e+07,ok,4.638341e+07,ok,-29.6831,sim/pvt-postlayout/corners/20260923T152954Z/schematic_ff_T+085C_V3p3_code0xA3.log,sim/pvt-postlayout/corners/20260923T152954Z/extracted_ff_T+085C_V3p3_code0xA3.log
ff,85,3.6,163,0xA3,6.596238e+07,ok,4.553464e+07,ok,-30.9688,sim/pvt-postlayout/corners/20260923T152954Z/schematic_ff_T+085C_V3p6_code0xA3.log,sim/pvt-postlayout/corners/20260923T152954Z/extracted_ff_T+085C_V3p6_code0xA3.log
ss,-40,3,163,0xA3,3.528949e+07,ok,2.847146e+07,ok,-19.3203,sim/pvt-postlayout/corners/20260923T152954Z/schematic_ss_T-040C_V3p0_code0xA3.log,sim/pvt-postlayout/corners/20260923T152954Z/extracted_ss_T-040C_V3p0_code0xA3.log
ss,-40,3.3,163,0xA3,3.577487e+07,ok,2.900506e+07,ok,-18.9234,sim/pvt-postlayout/corners/20260923T152954Z/schematic_ss_T-040C_V3p3_code0xA3.log,sim/pvt-postlayout/corners/20260923T152954Z/extracted_ss_T-040C_V3p3_code0xA3.log
ss,-40,3.6,163,0xA3,3.616952e+07,ok,2.937711e+07,ok,-18.7794,sim/pvt-postlayout/corners/20260923T152954Z/schematic_ss_T-040C_V3p6_code0xA3.log,sim/pvt-postlayout/corners/20260923T152954Z/extracted_ss_T-040C_V3p6_code0xA3.log
ss,27,3,163,0xA3,3.713023e+07,ok,2.939789e+07,ok,-20.8249,sim/pvt-postlayout/corners/20260923T152954Z/schematic_ss_T+027C_V3p0_code0xA3.log,sim/pvt-postlayout/corners/20260923T152954Z/extracted_ss_T+027C_V3p0_code0xA3.log
ss,27,3.3,163,0xA3,3.765368e+07,ok,2.992420e+07,ok,-20.5278,sim/pvt-postlayout/corners/20260923T152954Z/schematic_ss_T+027C_V3p3_code0xA3.log,sim/pvt-postlayout/corners/20260923T152954Z/extracted_ss_T+027C_V3p3_code0xA3.log
ss,27,3.6,163,0xA3,3.803294e+07,ok,3.032930e+07,ok,-20.2552,sim/pvt-postlayout/corners/20260923T152954Z/schematic_ss_T+027C_V3p6_code0xA3.log,sim/pvt-postlayout/corners/20260923T152954Z/extracted_ss_T+027C_V3p6_code0xA3.log
ss,85,3,163,0xA3,3.839265e+07,ok,3.016634e+07,ok,-21.4268,sim/pvt-postlayout/corners/20260923T152954Z/schematic_ss_T+085C_V3p0_code0xA3.log,sim/pvt-postlayout/corners/20260923T152954Z/extracted_ss_T+085C_V3p0_code0xA3.log
ss,85,3.3,163,0xA3,3.886823e+07,ok,3.062920e+07,ok,-21.1973,sim/pvt-postlayout/corners/20260923T152954Z/schematic_ss_T+085C_V3p3_code0xA3.log,sim/pvt-postlayout/corners/20260923T152954Z/extracted_ss_T+085C_V3p3_code0xA3.log
ss,85,3.6,163,0xA3,3.924158e+07,ok,3.098829e+07,ok,-21.0320,sim/pvt-postlayout/corners/20260923T152954Z/schematic_ss_T+085C_V3p6_code0xA3.log,sim/pvt-postlayout/corners/20260923T152954Z/extracted_ss_T+085C_V3p6_code0xA3.log
