variant,process,temp_c,vdd_v,code,iq_op_ua,iq_run_ua,f_mhz,log
as-committed,rc_f,-40.0,3.3,0xFF,650.9848,440.426,98.37542817905114,rc_f_T-040C_V3p3_code0xFF.log
as-committed,rc_f,-40.0,3.6,0xFF,807.4145,506.293,100.54500419524031,rc_f_T-040C_V3p6_code0xFF.log
as-committed,rc_f,27.0,3.0,0xFF,555.8798,446.015,100.94148119510676,rc_f_T+027C_V3p0_code0xFF.log
as-committed,rc_f,27.0,3.3,0xFF,678.4776,504.096,103.42641365807849,rc_f_T+027C_V3p3_code0xFF.log
as-committed,rc_f,27.0,3.6,0xFF,813.8302,568.639,105.15518012819467,rc_f_T+027C_V3p6_code0xFF.log
as-committed,rc_f,85.0,3.0,0xFF,618.1666,514.696,108.45057744509961,rc_f_T+085C_V3p0_code0xFF.log
as-committed,rc_f,85.0,3.3,0xFF,728.996,575.812,108.40255288012033,rc_f_T+085C_V3p3_code0xFF.log
as-committed,rc_f,85.0,3.6,0xFF,850.6324,638.333,109.43241782172585,rc_f_T+085C_V3p6_code0xFF.log
as-committed,rc_s,-40.0,3.0,0xFF,432.1621,264.497,65.37161146251984,rc_s_T-040C_V3p0_code0xFF.log
as-committed,rc_s,-40.0,3.3,0xFF,566.4286,310.001,67.10749580662036,rc_s_T-040C_V3p3_code0xFF.log
as-committed,rc_s,-40.0,3.6,0xFF,716.0076,361.132,68.83961196487527,rc_s_T-040C_V3p6_code0xFF.log
as-committed,rc_s,27.0,3.0,0xFF,443.3824,297.859,68.12334822169109,rc_s_T+027C_V3p0_code0xFF.log
as-committed,rc_s,27.0,3.3,0xFF,559.4038,343.163,69.65088191946687,rc_s_T+027C_V3p3_code0xFF.log
as-committed,rc_s,27.0,3.6,0xFF,687.6711,392.962,70.99393640789141,rc_s_T+027C_V3p6_code0xFF.log
as-committed,rc_s,85.0,3.0,0xFF,463.9454,329.865,70.28244052963441,rc_s_T+085C_V3p0_code0xFF.log
as-committed,rc_s,85.0,3.3,0xFF,568.8006,374.86,71.56510742996102,rc_s_T+085C_V3p3_code0xFF.log
as-committed,rc_s,85.0,3.6,0xFF,683.9031,423.786,72.78438862205324,rc_s_T+085C_V3p6_code0xFF.log
