variant,process,temp_c,vdd_v,code,iq_op_ua,iq_run_ua,f_mhz,log
as-committed,rc_f,-40.0,3.3,0xFF,830.0585,517.684,68.67636605876636,rc_f_T-040C_V3p3_code0xFF.log
as-committed,rc_f,-40.0,3.6,0xFF,1007.043,597.165,76.35896041856928,rc_f_T-040C_V3p6_code0xFF.log
as-committed,rc_f,27.0,3.0,0xFF,651.3282,451.203,66.78440757722532,rc_f_T+027C_V3p0_code0xFF.log
as-committed,rc_f,27.0,3.3,0xFF,809.995,536.747,73.2926119581294,rc_f_T+027C_V3p3_code0xFF.log
as-committed,rc_f,27.0,3.6,0xFF,976.1573,623.756,80.02384710643771,rc_f_T+027C_V3p6_code0xFF.log
as-committed,rc_f,85.0,3.0,0xFF,638.9037,455.602,77.40869740901479,rc_f_T+085C_V3p0_code0xFF.log
as-committed,rc_f,85.0,3.3,0xFF,788.7823,544.501,83.17177216590107,rc_f_T+085C_V3p3_code0xFF.log
as-committed,rc_f,85.0,3.6,0xFF,947.7131,636.277,88.59549996877008,rc_f_T+085C_V3p6_code0xFF.log
as-committed,rc_s,-40.0,3.0,0xFF,277.7636,312.569,41.12501593594367,rc_s_T-040C_V3p0_code0xFF.log
as-committed,rc_s,-40.0,3.3,0xFF,277.377,365.191,46.527988446169914,rc_s_T-040C_V3p3_code0xFF.log
as-committed,rc_s,-40.0,3.6,0xFF,853.3953,421.689,52.029934902746945,rc_s_T-040C_V3p6_code0xFF.log
as-committed,rc_s,27.0,3.0,0xFF,545.7828,331.934,43.743192465672536,rc_s_T+027C_V3p0_code0xFF.log
as-committed,rc_s,27.0,3.3,0xFF,678.0969,388.037,48.97712498888831,rc_s_T+027C_V3p3_code0xFF.log
as-committed,rc_s,27.0,3.6,0xFF,819.5396,447.038,54.43271449687434,rc_s_T+027C_V3p6_code0xFF.log
as-committed,rc_s,85.0,3.0,0xFF,545.2953,343.39,46.23058893147239,rc_s_T+085C_V3p0_code0xFF.log
as-committed,rc_s,85.0,3.3,0xFF,670.0471,403.321,51.03149970350698,rc_s_T+085C_V3p3_code0xFF.log
as-committed,rc_s,85.0,3.6,0xFF,801.0648,464.621,56.25614774214545,rc_s_T+085C_V3p6_code0xFF.log
