variant,process,temp_c,vdd_v,code,iq_op_ua,iq_run_ua,f_mhz,log
as-committed,rc_f,-40.0,3.3,0xFF,697.5581,461.246,99.35237156594738,rc_f_T-040C_V3p3_code0xFF.log
as-committed,rc_f,-40.0,3.6,0xFF,860.5295,526.417,106.68954090423654,rc_f_T-040C_V3p6_code0xFF.log
as-committed,rc_f,27.0,3.0,0xFF,615.0818,471.7,92.8568477050198,rc_f_T+027C_V3p0_code0xFF.log
as-committed,rc_f,27.0,3.3,0xFF,743.1829,532.357,101.80495087656607,rc_f_T+027C_V3p3_code0xFF.log
as-committed,rc_f,27.0,3.6,0xFF,884.6661,597.614,108.87417031077588,rc_f_T+027C_V3p6_code0xFF.log
as-committed,rc_f,85.0,3.0,0xFF,678.1725,530.875,100.12214902180659,rc_f_T+085C_V3p0_code0xFF.log
as-committed,rc_f,85.0,3.3,0xFF,806.9492,602.637,105.4643728165579,rc_f_T+085C_V3p3_code0xFF.log
as-committed,rc_f,85.0,3.6,0xFF,939.0369,671.612,110.88607398429743,rc_f_T+085C_V3p6_code0xFF.log
as-committed,rc_s,-40.0,3.0,0xFF,457.106,277.345,64.34536473687412,rc_s_T-040C_V3p0_code0xFF.log
as-committed,rc_s,-40.0,3.3,0xFF,595.9553,321.643,69.6544962848033,rc_s_T-040C_V3p3_code0xFF.log
as-committed,rc_s,-40.0,3.6,0xFF,751.1289,372.694,73.63409671028627,rc_s_T-040C_V3p6_code0xFF.log
as-committed,rc_s,27.0,3.0,0xFF,477.2655,313.55,67.16358766392953,rc_s_T+027C_V3p0_code0xFF.log
as-committed,rc_s,27.0,3.3,0xFF,597.493,358.479,72.40757354256226,rc_s_T+027C_V3p3_code0xFF.log
as-committed,rc_s,27.0,3.6,0xFF,730.692,407.393,76.53111984926431,rc_s_T+027C_V3p6_code0xFF.log
as-committed,rc_s,85.0,3.0,0xFF,506.5793,348.071,68.94057976959368,rc_s_T+085C_V3p0_code0xFF.log
as-committed,rc_s,85.0,3.3,0xFF,615.5647,393.587,73.92876298327694,rc_s_T+085C_V3p3_code0xFF.log
as-committed,rc_s,85.0,3.6,0xFF,735.3153,442.145,78.06745574648686,rc_s_T+085C_V3p6_code0xFF.log
