process,temp_c,vdd_v,trim_code,trim_hex,schematic_f_hz,schematic_status,extracted_f_hz,extracted_status,delta_pct,schematic_log,extracted_log
ff,85,3,208,0xD0,7.103828e+07,ok,6.305485e+07,ok,-11.2382,sim/pvt-postlayout/corners/20260921T164434Z/schematic_ff_T+085C_V3p0_code0xD0.log,sim/pvt-postlayout/corners/20260921T164434Z/extracted_ff_T+085C_V3p0_code0xD0.log
ff,85,3.3,208,0xD0,7.381371e+07,ok,6.170409e+07,ok,-16.4057,sim/pvt-postlayout/corners/20260921T164434Z/schematic_ff_T+085C_V3p3_code0xD0.log,sim/pvt-postlayout/corners/20260921T164434Z/extracted_ff_T+085C_V3p3_code0xD0.log
ff,85,3.6,208,0xD0,7.746350e+07,ok,6.122640e+07,ok,-20.9610,sim/pvt-postlayout/corners/20260921T164434Z/schematic_ff_T+085C_V3p6_code0xD0.log,sim/pvt-postlayout/corners/20260921T164434Z/extracted_ff_T+085C_V3p6_code0xD0.log
ss,-40,3,208,0xD0,2.825578e+07,ok,2.463297e+07,ok,-12.8215,sim/pvt-postlayout/corners/20260921T164434Z/schematic_ss_T-040C_V3p0_code0xD0.log,sim/pvt-postlayout/corners/20260921T164434Z/extracted_ss_T-040C_V3p0_code0xD0.log
ss,-40,3.3,208,0xD0,3.189709e+07,ok,2.648974e+07,ok,-16.9525,sim/pvt-postlayout/corners/20260921T164434Z/schematic_ss_T-040C_V3p3_code0xD0.log,sim/pvt-postlayout/corners/20260921T164434Z/extracted_ss_T-040C_V3p3_code0xD0.log
ss,-40,3.6,208,0xD0,3.467876e+07,ok,2.829198e+07,ok,-18.4170,sim/pvt-postlayout/corners/20260921T164434Z/schematic_ss_T-040C_V3p6_code0xD0.log,sim/pvt-postlayout/corners/20260921T164434Z/extracted_ss_T-040C_V3p6_code0xD0.log
ss,27,3,208,0xD0,3.131163e+07,ok,2.668828e+07,ok,-14.7656,sim/pvt-postlayout/corners/20260921T164434Z/schematic_ss_T+027C_V3p0_code0xD0.log,sim/pvt-postlayout/corners/20260921T164434Z/extracted_ss_T+027C_V3p0_code0xD0.log
ss,27,3.3,208,0xD0,3.447669e+07,ok,2.936627e+07,ok,-14.8228,sim/pvt-postlayout/corners/20260921T164434Z/schematic_ss_T+027C_V3p3_code0xD0.log,sim/pvt-postlayout/corners/20260921T164434Z/extracted_ss_T+027C_V3p3_code0xD0.log
ss,27,3.6,208,0xD0,3.719264e+07,ok,3.145699e+07,ok,-15.4215,sim/pvt-postlayout/corners/20260921T164434Z/schematic_ss_T+027C_V3p6_code0xD0.log,sim/pvt-postlayout/corners/20260921T164434Z/extracted_ss_T+027C_V3p6_code0xD0.log
ss,85,3,208,0xD0,3.328642e+07,ok,2.737478e+07,ok,-17.7599,sim/pvt-postlayout/corners/20260921T164434Z/schematic_ss_T+085C_V3p0_code0xD0.log,sim/pvt-postlayout/corners/20260921T164434Z/extracted_ss_T+085C_V3p0_code0xD0.log
ss,85,3.3,208,0xD0,3.624624e+07,ok,3.040084e+07,ok,-16.1269,sim/pvt-postlayout/corners/20260921T164434Z/schematic_ss_T+085C_V3p3_code0xD0.log,sim/pvt-postlayout/corners/20260921T164434Z/extracted_ss_T+085C_V3p3_code0xD0.log
ss,85,3.6,208,0xD0,3.888831e+07,ok,3.290062e+07,ok,-15.3971,sim/pvt-postlayout/corners/20260921T164434Z/schematic_ss_T+085C_V3p6_code0xD0.log,sim/pvt-postlayout/corners/20260921T164434Z/extracted_ss_T+085C_V3p6_code0xD0.log
